datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2022-06-16 12:00:00,1832,FLA,,557,1982,0,3827,19392
2022-06-16 13:00:00,2089,FLA,,1838,2050,0,3828,20416
2022-06-16 14:00:00,2623,FLA,,3046,2101,0,3827,21768
2022-06-16 15:00:00,3245,FLA,,3845,2270,0,3815,23598
2022-06-16 16:00:00,3916,FLA,,4322,2380,0,3808,25722
2022-06-16 17:00:00,4315,FLA,,4564,2465,0,3808,27885
2022-06-16 18:00:00,4552,FLA,,4478,2548,0,3814,30175
2022-06-16 19:00:00,4701,FLA,,4378,2626,16,3812,31427
2022-06-16 20:00:00,4702,FLA,,4170,2873,72,3806,31921
2022-06-16 21:00:00,4738,FLA,,3612,3000,110,3803,32519
2022-06-16 22:00:00,4749,FLA,,2689,3029,162,3801,32850
2022-06-16 23:00:00,4740,FLA,,1557,2983,124,3801,32870
2022-06-17 00:00:00,4604,FLA,,444,2993,105,3806,31471
2022-06-17 01:00:00,4519,FLA,,12,2905,113,3807,30181
2022-06-17 02:00:00,4358,FLA,,0,2817,114,3817,27633
2022-06-17 03:00:00,4051,FLA,,0,2730,305,3822,25243
2022-06-17 04:00:00,3588,FLA,,0,2660,7,3823,22994
2022-06-17 05:00:00,1409,FLA,,0,577,0,127,5343
2022-06-17 06:00:00,1105,FLA,,0,577,0,125,4930
2022-06-17 07:00:00,1006,FLA,,0,578,0,130,4653
2022-06-17 08:00:00,998,FLA,,0,578,0,128,4464
2022-06-17 09:00:00,999,FLA,,0,579,0,129,4392
2022-06-17 10:00:00,997,FLA,,0,574,0,127,4511
2022-06-17 11:00:00,999,FLA,,4,577,0,127,4619
2022-06-17 12:00:00,1011,FLA,,209,574,0,131,4664
2022-06-17 13:00:00,1084,FLA,,588,572,0,125,4688
2022-06-17 14:00:00,1304,FLA,,744,570,0,131,4861
2022-06-17 15:00:00,1491,FLA,,771,575,0,124,4861
2022-06-17 16:00:00,1756,FLA,,842,617,0,131,4936
2022-06-17 17:00:00,1992,FLA,,855,630,0,126,5547
2022-06-17 18:00:00,2181,FLA,,929,634,0,127,5816
2022-06-17 19:00:00,2204,FLA,,952,631,0,128,6249
2022-06-17 20:00:00,2270,FLA,,942,632,0,127,6369
2022-06-17 21:00:00,2310,FLA,,879,633,0,130,6517
2022-06-17 22:00:00,2275,FLA,,808,632,0,127,6593
2022-06-17 23:00:00,2182,FLA,,542,632,0,128,6685
2022-06-18 00:00:00,2013,FLA,,168,631,0,127,6727
2022-06-18 01:00:00,1904,FLA,,4,630,0,130,6582
2022-06-18 02:00:00,1793,FLA,,0,631,0,125,6373
2022-06-18 03:00:00,1693,FLA,,0,626,0,130,5867
2022-06-18 04:00:00,1546,FLA,,0,569,0,128,5600
2022-06-18 05:00:00,1217,FLA,,0,570,0,128,5377
2022-06-18 06:00:00,1084,FLA,,0,572,0,129,4990
2022-06-18 07:00:00,988,FLA,,0,569,0,127,4687
2022-06-18 08:00:00,953,FLA,,0,568,0,129,4422
2022-06-18 09:00:00,970,FLA,,0,568,0,131,4292
2022-06-18 10:00:00,971,FLA,,0,568,0,127,4272
2022-06-18 11:00:00,969,FLA,,8,566,0,129,4250
2022-06-18 12:00:00,973,FLA,,245,582,0,129,4170
2022-06-18 13:00:00,1111,FLA,,550,580,0,128,4257
2022-06-18 14:00:00,1270,FLA,,763,578,0,130,4497
2022-06-18 15:00:00,1428,FLA,,811,589,0,130,4761
2022-06-18 16:00:00,1536,FLA,,862,634,0,127,4964
2022-06-18 17:00:00,1582,FLA,,853,638,0,130,5351
2022-06-18 18:00:00,1877,FLA,,758,643,0,130,5641
2022-06-18 19:00:00,2076,FLA,,676,645,0,125,5804
2022-06-18 20:00:00,2166,FLA,,179,648,0,128,5761
2022-06-18 21:00:00,2277,FLA,,87,644,0,130,5638
2022-06-18 22:00:00,2262,FLA,,75,645,0,128,5468
2022-06-18 23:00:00,2144,FLA,,55,648,0,132,5310
2022-06-19 00:00:00,1968,FLA,,28,649,14,128,5191
2022-06-19 01:00:00,1806,FLA,,1,649,55,127,5176
2022-06-19 02:00:00,1816,FLA,,0,646,0,130,5056
2022-06-19 03:00:00,1722,FLA,,0,645,0,130,4784
2022-06-19 04:00:00,1438,FLA,,0,577,0,126,4754
2022-06-19 05:00:00,1227,FLA,,0,414,0,130,4611
2022-06-19 06:00:00,1113,FLA,,0,414,0,126,4350
2022-06-19 07:00:00,1027,FLA,,0,414,0,130,4124
2022-06-19 08:00:00,962,FLA,,0,413,0,124,3978
2022-06-19 09:00:00,942,FLA,,0,414,0,129,3843
2022-06-19 10:00:00,942,FLA,,0,416,0,130,3761
2022-06-19 11:00:00,941,FLA,,2,401,0,127,3745
2022-06-19 12:00:00,946,FLA,,122,390,0,126,3776
2022-06-19 13:00:00,1089,FLA,,330,393,0,126,3977
2022-06-19 14:00:00,1310,FLA,,544,424,0,131,4370
2022-06-19 15:00:00,1599,FLA,,716,588,0,126,4532
2022-06-19 16:00:00,1744,FLA,,724,637,0,128,4861
2022-06-19 17:00:00,1864,FLA,,732,638,0,127,5271
2022-06-19 18:00:00,2191,FLA,,852,622,0,126,5250
2022-06-19 19:00:00,2287,FLA,,712,585,8,128,5544
2022-06-19 20:00:00,2302,FLA,,577,577,0,127,5626
2022-06-19 21:00:00,2393,FLA,,277,402,0,127,5667
2022-06-19 22:00:00,2343,FLA,,83,298,0,129,5448
2022-06-19 23:00:00,2148,FLA,,56,296,0,127,5201
2022-06-20 00:00:00,2016,FLA,,15,293,0,128,5007
2022-06-20 01:00:00,1969,FLA,,0,314,0,128,4849
2022-06-20 02:00:00,1770,FLA,,0,320,0,129,4834
2022-06-20 03:00:00,1543,FLA,,0,323,8,127,4723
2022-06-20 04:00:00,1323,FLA,,0,322,12,123,4648
2022-06-20 05:00:00,1104,FLA,,0,322,0,130,4520
2022-06-20 06:00:00,998,FLA,,0,323,0,127,4238
2022-06-20 07:00:00,953,FLA,,0,321,0,130,3994
2022-06-20 08:00:00,942,FLA,,0,322,0,127,3862
2022-06-20 09:00:00,931,FLA,,0,320,0,126,3881
2022-06-20 10:00:00,948,FLA,,0,321,0,130,4053
2022-06-20 11:00:00,960,FLA,,3,322,0,127,4273
2022-06-20 12:00:00,1036,FLA,,180,318,0,130,4371
2022-06-20 13:00:00,1281,FLA,,524,318,0,126,4357
2022-06-20 14:00:00,1403,FLA,,745,315,0,129,4567
2022-06-20 15:00:00,1646,FLA,,801,314,0,127,4752
2022-06-20 16:00:00,1811,FLA,,829,314,0,129,4964
2022-06-20 17:00:00,1930,FLA,,778,319,0,127,5646
2022-06-20 18:00:00,2121,FLA,,788,346,0,126,5964
2022-06-20 19:00:00,2235,FLA,,824,351,0,128,6022
2022-06-20 20:00:00,2355,FLA,,770,350,0,128,6097
2022-06-20 21:00:00,2408,FLA,,621,351,0,129,6151
2022-06-20 22:00:00,2336,FLA,,255,351,0,126,6251
2022-06-20 23:00:00,2237,FLA,,172,349,0,130,5976
2022-06-21 00:00:00,2134,FLA,,48,351,0,126,5793
2022-06-21 01:00:00,1977,FLA,,1,351,0,130,5535
2022-06-21 02:00:00,1832,FLA,,0,347,0,129,5414
2022-06-21 03:00:00,1527,FLA,,0,348,0,125,5156
2022-06-21 04:00:00,1222,FLA,,0,326,0,129,4938
2022-06-21 05:00:00,999,FLA,,0,315,0,129,4694
2022-06-21 06:00:00,929,FLA,,0,300,0,127,4396
2022-06-21 07:00:00,927,FLA,,0,312,0,130,4034
2022-06-21 08:00:00,930,FLA,,0,322,0,127,3841
2022-06-21 09:00:00,922,FLA,,0,322,0,129,3812
2022-06-21 10:00:00,920,FLA,,0,323,0,129,3923
2022-06-21 11:00:00,921,FLA,,2,321,0,128,4211
2022-06-21 12:00:00,910,FLA,,183,320,0,129,4335
2022-06-21 13:00:00,1043,FLA,,523,319,0,130,4246
2022-06-21 14:00:00,1196,FLA,,701,340,0,130,4407
2022-06-21 15:00:00,1502,FLA,,853,338,2,129,4429
2022-06-21 16:00:00,1737,FLA,,885,341,6,126,4555
2022-06-21 17:00:00,1814,FLA,,935,339,0,130,5079
2022-06-21 18:00:00,1885,FLA,,951,337,0,131,5366
2022-06-21 19:00:00,1977,FLA,,973,341,0,129,5737
2022-06-21 20:00:00,2101,FLA,,949,341,0,126,5926
2022-06-21 21:00:00,2162,FLA,,896,343,0,131,6022
2022-06-21 22:00:00,2230,FLA,,757,345,0,129,6113
2022-06-21 23:00:00,2215,FLA,,567,345,0,128,6036
2022-06-22 00:00:00,2144,FLA,,188,346,0,127,5828
2022-06-22 01:00:00,1953,FLA,,3,345,0,129,5765
2022-06-22 02:00:00,1816,FLA,,0,342,0,129,5517
2022-06-22 03:00:00,1541,FLA,,0,344,0,129,5219
2022-06-22 04:00:00,1242,FLA,,0,324,0,127,4963
2022-06-22 05:00:00,1048,FLA,,0,204,0,130,4728
2022-06-22 06:00:00,937,FLA,,0,193,0,127,4414
2022-06-22 07:00:00,923,FLA,,0,194,0,130,4130
2022-06-22 08:00:00,931,FLA,,0,193,0,127,3941
2022-06-22 09:00:00,935,FLA,,0,192,0,126,3883
2022-06-22 10:00:00,952,FLA,,0,199,0,130,3980
2022-06-22 11:00:00,1013,FLA,,5,315,0,127,4195
2022-06-22 12:00:00,995,FLA,,170,317,0,130,4270
2022-06-22 13:00:00,1084,FLA,,470,338,0,126,4234
2022-06-22 14:00:00,1318,FLA,,505,330,0,129,4491
2022-06-22 15:00:00,1574,FLA,,796,304,0,127,4463
2022-06-22 16:00:00,1693,FLA,,847,318,0,129,4768
2022-06-22 17:00:00,1782,FLA,,877,315,0,127,5389
2022-06-22 18:00:00,1941,FLA,,812,318,0,126,5793
2022-06-22 19:00:00,2099,FLA,,853,342,0,128,5970
2022-06-22 20:00:00,2283,FLA,,860,341,0,128,6064
2022-06-22 21:00:00,2346,FLA,,640,341,0,129,6330
2022-06-22 22:00:00,2331,FLA,,563,344,0,126,6440
2022-06-22 23:00:00,2261,FLA,,467,344,0,130,6436
2022-06-23 00:00:00,2104,FLA,,193,345,0,126,6497
2022-06-23 01:00:00,1932,FLA,,6,345,0,130,6306
2022-06-23 02:00:00,1860,FLA,,0,315,0,129,5913
2022-06-23 03:00:00,1734,FLA,,0,327,0,125,5353
2022-06-23 04:00:00,1389,FLA,,0,423,0,129,5073
2022-06-23 05:00:00,1128,FLA,,0,421,0,129,4740
2022-06-23 06:00:00,1002,FLA,,0,423,0,129,4360
2022-06-23 07:00:00,951,FLA,,0,422,0,127,4066
2022-06-23 08:00:00,925,FLA,,0,416,0,129,3850
2022-06-23 09:00:00,928,FLA,,0,415,0,129,3719
2022-06-23 10:00:00,1024,FLA,,0,426,0,127,3826
2022-06-23 11:00:00,1070,FLA,,4,585,0,130,4033
2022-06-23 12:00:00,1071,FLA,,218,578,0,127,4179
2022-06-23 13:00:00,1072,FLA,,626,576,0,129,4218
2022-06-23 14:00:00,1257,FLA,,820,578,2,127,4436
2022-06-23 15:00:00,1604,FLA,,897,573,3,129,4930
2022-06-23 16:00:00,1772,FLA,,940,575,1,129,5398
2022-06-23 17:00:00,1967,FLA,,963,574,0,128,6064
2022-06-23 18:00:00,2163,FLA,,975,572,0,130,6548
2022-06-23 19:00:00,2261,FLA,,964,579,0,128,6873
2022-06-23 20:00:00,2346,FLA,,919,625,2,128,7118
2022-06-23 21:00:00,2434,FLA,,860,637,9,128,7184
2022-06-23 22:00:00,2452,FLA,,765,638,0,129,7220
2022-06-23 23:00:00,2344,FLA,,525,637,0,128,7286
2022-06-24 00:00:00,2180,FLA,,155,642,0,129,7265
2022-06-24 01:00:00,1990,FLA,,2,638,0,127,7075
2022-06-24 02:00:00,1904,FLA,,0,624,0,131,6728
2022-06-24 03:00:00,1662,FLA,,0,626,0,125,6252
2022-06-24 04:00:00,1518,FLA,,0,571,0,128,5927
2022-06-24 05:00:00,1330,FLA,,0,416,0,128,5642
2022-06-24 06:00:00,1158,FLA,,0,416,0,130,5405
2022-06-24 07:00:00,1034,FLA,,0,412,0,128,5198
2022-06-24 08:00:00,985,FLA,,0,412,0,129,5044
2022-06-24 09:00:00,965,FLA,,0,411,0,130,4978
2022-06-24 10:00:00,981,FLA,,0,415,0,129,5045
2022-06-24 11:00:00,1036,FLA,,1,414,0,129,5160
2022-06-24 12:00:00,1077,FLA,,175,410,0,128,5107
2022-06-24 13:00:00,1116,FLA,,517,408,0,129,5075
2022-06-24 14:00:00,1300,FLA,,725,419,0,130,5378
2022-06-24 15:00:00,1539,FLA,,825,569,0,129,5569
2022-06-24 16:00:00,1754,FLA,,905,618,0,127,5894
2022-06-24 17:00:00,1919,FLA,,921,616,0,129,6360
2022-06-24 18:00:00,2010,FLA,,878,629,0,132,6749
2022-06-24 19:00:00,2098,FLA,,857,631,0,128,6949
2022-06-24 20:00:00,2172,FLA,,771,633,0,128,6796
2022-06-24 21:00:00,1945,FLA,,482,637,0,131,6835
2022-06-24 22:00:00,1726,FLA,,142,637,0,128,6842
2022-06-24 23:00:00,1616,FLA,,13,632,0,129,6278
2022-06-25 00:00:00,1624,FLA,,2,627,0,128,5751
2022-06-25 01:00:00,1537,FLA,,0,629,0,126,5396
2022-06-25 02:00:00,1621,FLA,,0,630,0,128,5032
2022-06-25 03:00:00,1532,FLA,,0,624,0,131,4731
2022-06-25 04:00:00,1339,FLA,,0,566,0,128,4691
2022-06-25 05:00:00,1327,FLA,,0,410,0,128,4406
2022-06-25 06:00:00,1172,FLA,,0,406,0,130,4166
2022-06-25 07:00:00,1076,FLA,,0,406,0,130,3973
2022-06-25 08:00:00,990,FLA,,0,406,0,127,3888
2022-06-25 09:00:00,949,FLA,,0,407,0,129,3844
2022-06-25 10:00:00,945,FLA,,0,407,0,131,3848
2022-06-25 11:00:00,964,FLA,,1,407,0,130,3896
2022-06-25 12:00:00,1018,FLA,,83,406,0,128,3867
2022-06-25 13:00:00,1138,FLA,,336,402,0,129,3925
2022-06-25 14:00:00,1414,FLA,,469,295,0,130,4147
2022-06-25 15:00:00,1486,FLA,,404,299,0,129,4459
2022-06-25 16:00:00,1604,FLA,,458,313,0,130,4701
2022-06-25 17:00:00,1607,FLA,,586,443,0,128,5011
2022-06-25 18:00:00,1716,FLA,,757,566,0,129,5241
2022-06-25 19:00:00,1763,FLA,,871,621,18,131,5587
2022-06-25 20:00:00,1885,FLA,,744,624,30,127,5697
2022-06-25 21:00:00,1965,FLA,,506,623,8,129,5795
2022-06-25 22:00:00,2013,FLA,,160,627,0,129,5781
2022-06-25 23:00:00,1930,FLA,,91,632,0,129,5457
2022-06-26 00:00:00,1722,FLA,,40,626,0,131,5393
2022-06-26 01:00:00,1534,FLA,,0,624,0,128,5348
2022-06-26 02:00:00,1558,FLA,,0,624,0,129,5158
2022-06-26 03:00:00,1496,FLA,,0,625,0,128,4860
2022-06-26 04:00:00,1425,FLA,,0,575,0,130,4650
2022-06-26 05:00:00,1279,FLA,,0,412,0,129,4492
2022-06-26 06:00:00,1032,FLA,,0,406,0,132,4339
2022-06-26 07:00:00,850,FLA,,0,409,0,128,4211
2022-06-26 08:00:00,752,FLA,,0,408,0,129,4071
2022-06-26 09:00:00,689,FLA,,0,407,0,131,3932
2022-06-26 10:00:00,665,FLA,,0,407,0,130,3904
2022-06-26 11:00:00,664,FLA,,5,407,0,130,3896
2022-06-26 12:00:00,676,FLA,,210,407,0,130,3809
2022-06-26 13:00:00,817,FLA,,565,406,0,128,3892
2022-06-26 14:00:00,1048,FLA,,572,415,0,130,4352
2022-06-26 15:00:00,1313,FLA,,649,575,0,130,4475
2022-06-26 16:00:00,1384,FLA,,732,626,0,128,4784
2022-06-26 17:00:00,1582,FLA,,766,622,0,128,5137
2022-06-26 18:00:00,1662,FLA,,750,631,0,132,5442
2022-06-26 19:00:00,1711,FLA,,756,638,0,130,5502
2022-06-26 20:00:00,1760,FLA,,724,635,0,128,5666
2022-06-26 21:00:00,1846,FLA,,754,636,0,131,5632
2022-06-26 22:00:00,1838,FLA,,545,637,0,129,5802
2022-06-26 23:00:00,1772,FLA,,190,739,0,129,5880
2022-06-27 00:00:00,1702,FLA,,39,728,0,131,5678
2022-06-27 01:00:00,1598,FLA,,1,645,0,131,5534
2022-06-27 02:00:00,1501,FLA,,0,643,0,128,5435
2022-06-27 03:00:00,1228,FLA,,0,642,0,130,5180
2022-06-27 04:00:00,1093,FLA,,0,589,0,130,4969
2022-06-27 05:00:00,934,FLA,,0,433,0,128,4706
2022-06-27 06:00:00,809,FLA,,0,420,0,129,4350
2022-06-27 07:00:00,715,FLA,,0,420,0,129,4135
2022-06-27 08:00:00,665,FLA,,0,422,0,130,3991
2022-06-27 09:00:00,667,FLA,,0,423,0,129,3962
2022-06-27 10:00:00,667,FLA,,0,424,0,126,4131
2022-06-27 11:00:00,707,FLA,,6,424,0,130,4359
2022-06-27 12:00:00,809,FLA,,236,421,0,129,4352
2022-06-27 13:00:00,900,FLA,,641,421,0,127,4344
2022-06-27 14:00:00,1043,FLA,,803,432,0,130,4592
2022-06-27 15:00:00,1149,FLA,,839,593,0,128,4904
2022-06-27 16:00:00,1327,FLA,,822,637,0,129,5293
2022-06-27 17:00:00,1475,FLA,,832,639,0,128,5686
2022-06-27 18:00:00,1524,FLA,,835,640,0,127,5884
2022-06-27 19:00:00,1711,FLA,,840,649,0,129,6096
2022-06-27 20:00:00,1787,FLA,,714,649,0,130,6419
2022-06-27 21:00:00,1896,FLA,,615,650,0,130,6426
2022-06-27 22:00:00,1958,FLA,,477,653,0,127,6498
2022-06-27 23:00:00,1920,FLA,,360,653,0,130,6399
2022-06-28 00:00:00,1784,FLA,,97,654,0,129,6377
2022-06-28 01:00:00,1685,FLA,,3,643,0,129,5963
2022-06-28 02:00:00,1585,FLA,,0,640,0,126,5778
2022-06-28 03:00:00,1433,FLA,,0,641,0,130,5438
2022-06-28 04:00:00,1304,FLA,,0,588,0,129,5175
2022-06-28 05:00:00,1063,FLA,,0,428,0,130,5009
2022-06-28 06:00:00,948,FLA,,0,420,0,127,4706
2022-06-28 07:00:00,869,FLA,,0,421,0,130,4460
2022-06-28 08:00:00,778,FLA,,0,421,0,129,4300
2022-06-28 09:00:00,807,FLA,,0,419,0,129,4240
2022-06-28 10:00:00,845,FLA,,0,422,0,126,4352
2022-06-28 11:00:00,917,FLA,,6,421,0,130,4558
2022-06-28 12:00:00,925,FLA,,222,421,0,128,4463
2022-06-28 13:00:00,1162,FLA,,595,421,0,130,4381
2022-06-28 14:00:00,1256,FLA,,778,436,0,128,4529
2022-06-28 15:00:00,1298,FLA,,815,590,0,126,4842
2022-06-28 16:00:00,1326,FLA,,827,639,0,129,5211
2022-06-28 17:00:00,1381,FLA,,824,637,0,130,5759
2022-06-28 18:00:00,1504,FLA,,862,639,0,127,6139
2022-06-28 19:00:00,1685,FLA,,881,649,0,129,6413
2022-06-28 20:00:00,1881,FLA,,794,648,0,128,6582
2022-06-28 21:00:00,1892,FLA,,706,651,0,130,6787
2022-06-28 22:00:00,1847,FLA,,538,658,0,127,6879
2022-06-28 23:00:00,1741,FLA,,373,659,0,127,6821
2022-06-29 00:00:00,1531,FLA,,44,655,0,130,6807
2022-06-29 01:00:00,1435,FLA,,0,649,0,129,6362
2022-06-29 02:00:00,1467,FLA,,0,648,0,128,5921
2022-06-29 03:00:00,1359,FLA,,0,646,0,131,5542
2022-06-29 04:00:00,1212,FLA,,0,586,0,126,5394
2022-06-29 05:00:00,1378,FLA,13.0,0,518,0,129,9885
2022-06-29 06:00:00,1271,FLA,12.0,0,520,0,127,9135
2022-06-29 07:00:00,1114,FLA,13.0,0,518,0,129,8591
2022-06-29 08:00:00,1027,FLA,13.0,0,515,0,129,8117
2022-06-29 09:00:00,1052,FLA,13.0,0,495,0,129,7941
2022-06-29 10:00:00,1028,FLA,13.0,0,493,0,127,8309
2022-06-29 11:00:00,1104,FLA,13.0,7,492,0,130,8730
2022-06-29 12:00:00,1039,FLA,13.0,394,490,0,126,9107
2022-06-29 13:00:00,1213,FLA,13.0,1100,489,0,130,9357
2022-06-29 14:00:00,1416,FLA,13.0,1438,500,0,129,10019
2022-06-29 15:00:00,1591,FLA,13.0,1511,655,0,129,10851
2022-06-29 16:00:00,1637,FLA,12.0,1506,702,0,128,11832
2022-06-29 17:00:00,1848,FLA,12.0,1431,706,0,131,12824
2022-06-29 18:00:00,1889,FLA,12.0,1431,714,0,127,13846
2022-06-29 19:00:00,2008,FLA,12.0,1424,726,0,130,14249
2022-06-29 20:00:00,2175,FLA,12.0,1359,722,12,127,14432
2022-06-29 21:00:00,2255,FLA,12.0,1226,727,53,130,14560
2022-06-29 22:00:00,2437,FLA,28.0,875,726,123,128,14574
2022-06-29 23:00:00,2419,FLA,10.0,542,725,128,129,14678
2022-06-30 00:00:00,2276,FLA,11.0,126,727,48,130,14419
2022-06-30 01:00:00,2005,FLA,12.0,3,717,27,129,13947
2022-06-30 02:00:00,1788,FLA,11.0,0,714,0,127,13096
2022-06-30 03:00:00,1674,FLA,12.0,0,717,0,129,11910
2022-06-30 04:00:00,1427,FLA,11.0,0,658,0,129,10962
2022-06-30 05:00:00,1699,FLA,12.0,0,2364,0,3818,20707
2022-06-30 06:00:00,1538,FLA,12.0,0,2367,0,3819,18932
2022-06-30 07:00:00,1451,FLA,12.0,0,2365,0,3821,17565
2022-06-30 08:00:00,1409,FLA,13.0,0,2356,0,3825,16702
2022-06-30 09:00:00,1406,FLA,12.0,0,2367,0,3826,16438
2022-06-30 10:00:00,1456,FLA,12.0,0,2393,0,3828,16812
2022-06-30 11:00:00,1544,FLA,12.0,6,2400,0,3827,17685
2022-06-30 12:00:00,1819,FLA,12.0,533,2411,0,3832,18559
2022-06-30 13:00:00,2041,FLA,12.0,1845,2445,0,3833,19675
2022-06-30 14:00:00,2157,FLA,12.0,2898,2466,1,3830,21268
2022-06-30 15:00:00,2217,FLA,12.0,3501,2721,1,3823,23339
2022-06-30 16:00:00,2430,FLA,13.0,3838,2824,4,3818,25793
2022-06-30 17:00:00,2633,FLA,19.0,3638,2920,2,3813,28031
2022-06-30 18:00:00,2963,FLA,20.0,3336,2982,0,3811,29795
2022-06-30 19:00:00,3212,FLA,21.0,3265,2992,14,3812,30647
2022-06-30 20:00:00,3320,FLA,21.0,3219,2982,38,3813,30937
2022-06-30 21:00:00,3270,FLA,20.0,2624,2965,68,3812,31315
2022-06-30 22:00:00,3060,FLA,36.0,1622,2943,36,3811,31250
2022-06-30 23:00:00,2882,FLA,20.0,814,2874,43,3805,30451
